1,512851.699,1121834.867,210.310
2,512850.236,1121835.836,210.430
3,512848.802,1121836.824,210.310
4,512847.151,1121814.595,210.290
5,512849.057,1121831.194,210.440
6,512846.319,1121834.680,210.360
7,512847.872,1121828.652,210.430
8,512844.406,1121835.692,210.410
9,512849.974,1121822.530,210.350
10,512847.420,1121826.715,210.330
11,512841.893,1121816.777,210.380
12,512842.204,1121833.716,210.390
13,512845.495,1121825.847,210.410
14,512847.488,1121821.435,210.470
15,512839.877,1121837.289,210.520
16,512842.601,1121829.914,210.470
17,512847.693,1121830.249,210.360
18,512843.665,1121825.828,210.440
19,512841.285,1121830.542,210.350
20,512850.042,1121810.872,210.320
21,512850.820,1121807.228,210.350
22,512839.262,1121831.614,210.430
23,512840.900,1121826.505,210.360
24,512847.948,1121806.836,210.330
25,512839.078,1121822.817,210.360
26,512851.561,1121787.907,210.460
27,512836.039,1121822.946,210.330
28,512843.538,1121805.103,210.410
29,512845.537,1121792.055,211.540
30,512848.374,1121791.586,211.930
31,512849.211,1121789.581,211.860
32,512831.485,1121831.862,210.350
33,512841.485,1121810.862,210.350
34,512835.537,1121810.055,211.540
35,512838.540,1121805.496,210.528
36,512830.158,1121800.693,211.359
37,512840.088,1121790.363,210.358
